strain,date,url,mutational_fitness,S1_mutations,country,recency,pango_lineage,emerging_lineage,region,clade_membership,genbank_accession,current_frequency,division,epiweek,host,author,accession,submitting_lab,originating_lab,logistic_growth
USA/PA-CDC-STM-000706691/2021,7/12/21,,0.78,9,USA,Older,AY.26,,North America,21I (Delta),OL532663,,Pennsylvania,202128,Homo sapiens,Howard et al GL,,CDC-OAMD,'Helix',
USA/DC-CDC-LC0142623/2021,7/28/21,,0.78,9,USA,Older,AY.26,,North America,21I (Delta),MZ862468,,Washington DC,202130,Homo sapiens,Howard et al GM,,,,
DJI/NAMRU3_SOTFEA_46/2021,8/7/21,,0.79,9,Djibouti,Older,AY.26,,Africa,21I (Delta),OL640834,,Djibouti,202131,Homo sapiens,Arnold et al AV,,,,
USA/TX-CDC-ASC210143978/2021,9/11/21,,0.82,10,USA,Older,AY.26,,North America,21I (Delta),OK476350,,Texas,202136,Homo sapiens,Howard et al GN,,,,
Denmark/DCGC-126883/2021,7/11/21,,0.75,9,Denmark,Older,AY.75,,Europe,21I (Delta),OV917244,,Sjaelland,202127,Homo sapiens,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
USA/DC-DFS-PHL-0927/2021,6/28/21,,0.76,9,USA,Older,AY.75,,North America,21I (Delta),MZ827493,,Washington DC,202126,Homo sapiens,Nguyen et al F,,,,
USA/TG1064225/2021,9/25/21,,0.77,9,USA,3-7 days ago,AY.75,,North America,21I (Delta),ON472037,,Arizona,202138,Homo sapiens,Bowers et al E,,,,
USA/WI-CDC-LC0312587/2021,9/28/21,,0.76,9,USA,Older,AY.75,,North America,21I (Delta),OK520598,,Wisconsin,202139,Homo sapiens,Howard et al GO,,,,
NZL/21CV0215/2021,7/13/21,,0.75,9,New Zealand,Older,AY.24,,Oceania,21I (Delta),OK433337,,New Zealand,202128,Homo sapiens,Ren et al DH,,Institute of Environmental Science and Research,Wellington SCL (WN),
MWI/MLW00982/2021,7/21/21,,0.75,9,Malawi,Older,B.1.617.2,,Africa,21I (Delta),ON099962,,Malawi,202129,Homo sapiens,Feasey et al W,,,,
MWI/MLW001010/2021,8/3/21,,0.75,9,Malawi,Older,B.1.617.2,,Africa,21I (Delta),ON099983,,Malawi,202131,Homo sapiens,Feasey et al X,,,,
USA/GU-CDC-2-5400807/2021,12/4/21,,0.75,9,USA,Older,AY.69,,North America,21I (Delta),OM338239,,Guam,202148,Homo sapiens,Sheth et al AF,,CDC DVD Genomics and DIscovery Team,Guam Public Health Laboratory,
MWI/MLW000820/2021,8/4/21,,0.75,9,Malawi,Older,B.1.617.2,,Africa,21I (Delta),ON099834,,Malawi,202131,Homo sapiens,Feasey et al Y,,,,
SYC/SS3539/2021,9/14/21,,0.75,9,Seychelles,Older,B.1.617.2,,Africa,21I (Delta),OL351959,,Seychelles,202137,Homo sapiens,Githinji et al BV,,,,
SYC/SS3548/2021,9/15/21,,0.75,9,Seychelles,Older,B.1.617.2,,Africa,21I (Delta),OL351966,,Seychelles,202137,Homo sapiens,Githinji et al BW,,,,
USA/GA-CDC-MMB09482480/2021,7/28/21,,0.78,10,USA,Older,AY.47,,North America,21I (Delta),MZ873884,,Georgia,202130,Homo sapiens,Howard et al GP,,,,
USA/OKPHLCOV0002187/2021,9/14/21,,0.84,10,USA,Older,AY.47,,North America,21I (Delta),OL320348,,Oklahoma,202137,Homo sapiens,Grimaldo et al C,,,,
USA/IL-CDC-ASC210355303/2021,10/10/21,,0.8,9,USA,Older,AY.47,,North America,21I (Delta),OL401186,,Illinois,202140,Homo sapiens,Howard et al GQ,,,,
USA/SC-CDC-LC0378961/2021,11/9/21,,0.81,10,USA,Older,AY.47,,North America,21I (Delta),OL643087,,South Carolina,202145,Homo sapiens,Howard et al GR,,CDC-OAMD,Laboratory Corporation of America,
MYS/M_C15459/2021,11/30/21,,0.76,9,Malaysia,Older,AY.59,,Asia,21I (Delta),OM214020,,Malaysia,202148,Homo sapiens,Chan et al J,,,,
MMR/DSMRC051/2021,12/5/21,,0.8,9,Myanmar,Older,AY.59,,Asia,21I (Delta),OL757806,,Myanmar,202148,Homo sapiens,Oo et al F,,,,
SWE/000200117338/2021,8/11/21,,0.85,9,Sweden,Older,AY.9.2,,Europe,21I (Delta),MZ846201,,Sweden,202132,Homo sapiens,Andersson et al,,,,
ESP/Rota_33/2021,7/30/21,,0.8,9,Spain,Older,AY.9.2,,Europe,21I (Delta),MZ970713,,Andalusia,202130,Homo sapiens,Voegtly et al M,,,,
Argentina/UW21112608981/2021,11/27/21,,0.83,10,Argentina,Older,AY.9.2,,South America,21I (Delta),ON080878,,Argentina,202147,Homo sapiens,Roychoudhury et al O,,,,
Cat/ESP/B.1.617.2/2021,10/4/21,,0.8,11,Spain,Older,AY.9.2,,Europe,21I (Delta),OL336792,,Spain,202140,Felis catus,Barroso-Arevalo et al C,,,,
NOR/4/2021,12/2/21,,0.8,9,Norway,Older,AY.9.2,,Europe,21I (Delta),OM401995,,Norway,202148,Homo sapiens,Brokstad et al B,,,,
USA/MP-CDC-2-4884914/2021,8/25/21,,0.8,10,USA,Older,B.1.617.2,,North America,21I (Delta),OK257432,,Northern Mariana Islands,202134,Homo sapiens,Howard et al GS,,,,
Pakistan/UHS2-Pak-471/2021,7/2/21,,0.76,9,Pakistan,Older,B.1.617.2,,Asia,21I (Delta),OU606059,,Pakistan,202126,Homo sapiens,Tiwari et al H,,Quadram Institute Bioscience,University of Health Sciences,
CAN/Delta_NML_P4/2021,10/6/21,,0.76,9,Canada,Older,B.1.617.2,,North America,21I (Delta),OM366053,,Canada,202140,Homo sapiens,Audet et al B,,,,
VNM/HCMC_127/2021,7/21/21,,0.82,9,Vietnam,3-7 days ago,AY.57,,Asia,21I (Delta),ON458898,,Vietnam,202129,Homo sapiens,Nguyen et al G,,,,
VNM/HCMC_633/2021,11/27/21,,0.82,9,Vietnam,3-7 days ago,AY.57,,Asia,21I (Delta),ON459370,,Vietnam,202147,Homo sapiens,Nguyen et al H,,,,
VNM/HCMC_458/2021,8/27/21,,0.82,9,Vietnam,3-7 days ago,AY.57,,Asia,21I (Delta),ON459217,,Vietnam,202134,Homo sapiens,Nguyen et al I,,,,
VNM/HCMC_759/2021,12/24/21,,0.82,8,Vietnam,3-7 days ago,AY.57,,Asia,21I (Delta),ON459492,,Vietnam,202151,Homo sapiens,Nguyen et al J,,,,
VNM/HCMC_493/2021,9/13/21,,0.82,9,Vietnam,3-7 days ago,AY.57,,Asia,21I (Delta),ON459251,,Vietnam,202137,Homo sapiens,Nguyen et al K,,,,
VNM/HCMC_515/2021,10/13/21,,0.84,9,Vietnam,3-7 days ago,AY.57,,Asia,21I (Delta),ON459265,,Vietnam,202141,Homo sapiens,Nguyen et al L,,,,
COM/SS3803/2021,10/10/21,,0.83,10,Union of the Comoros,Older,B.1.617.2,,Africa,21A (Delta),OL691598,,Union of the Comoros,202140,Homo sapiens,Githinji et al BX,,,,
EGY/CCHE57357_Wave_4_130/2021,10/19/21,,0.75,6,Egypt,Older,B.1.617.2,,Africa,21J (Delta),OL351430,,Egypt,202142,Homo sapiens,Hatem et al O,,,,
EGY/CCHE57357_Wave_4_100/2021,10/22/21,,0.74,6,Egypt,Older,B.1.617.2,,Africa,21J (Delta),OL351400,,Egypt,202142,Homo sapiens,Hatem et al P,,,,
EGY/CCHE57357_Wave_4_073/2021,10/24/21,,0.7,5,Egypt,Older,B.1.617.2,,Africa,21J (Delta),OL351373,,Egypt,202142,Homo sapiens,Hatem et al Q,,,,
Serbia/UHB-43087878/2021,10/6/21,,0.85,8,Serbia,Older,B.1.617.2,,Europe,21J (Delta),OU897687,,Vojvodina,202140,Homo sapiens,? AF,,University Hospital Basel,"Clinical Virology, University Hospital Basel, Basel, Switzerland",
CHL/AR-UFRO-0483/2021,11/27/21,,0.85,7,Chile,Older,AY.43,,South America,21J (Delta),OM146453,,Chile,202147,Homo sapiens,Leyton-Carcaman et al R,,,,
AUT/SKV-252/2021,9/13/21,,0.85,8,Austria,Older,AY.43,,Europe,21J (Delta),OL442180,,Upper Austria,202137,Homo sapiens,Puehringer et al F,,,,
FRA/IHUCOVID-040173_Nova1/2021,10/26/21,,0.85,7,France,3-7 days ago,AY.43,,Europe,21J (Delta),ON431183,,France,202143,Homo sapiens,Levasseur et al O,,,,
CHL/AR-UFRO-0218/2021,10/13/21,,0.87,7,Chile,Older,AY.43,,South America,21J (Delta),OM146231,,Chile,202141,Homo sapiens,Leyton-Carcaman et al S,,,,
CHL/AR-UFRO-0142/2021,10/9/21,,0.87,7,Chile,Older,AY.43,,South America,21J (Delta),OM146189,,Chile,202140,Homo sapiens,Leyton-Carcaman et al T,,,,
CHL/AR-UFRO-0500/2021,12/7/21,,0.87,7,Chile,Older,AY.43,,South America,21J (Delta),OM146469,,Chile,202149,Homo sapiens,Leyton-Carcaman et al U,,,,
OW046753,1/3/21,,0.85,8,Slovakia,Older,AY.43,,Europe,21J (Delta),OW046753,,Slovakia,202053,Homo sapiens,? P,,"Laboratory of Genomics and Bioinformatics, Comenius University Science Park","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
OV133612,11/10/21,,0.87,9,Slovakia,Older,AY.43,,Europe,21J (Delta),OV133612,,Slovakia,202145,Homo sapiens,? P,,"Laboratory of Genomics and Bioinformatics, Comenius University Science Park","Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia",
Liechtenstein/FL-Risch-2171902223/2021,7/16/21,,0.86,7,Liechtenstein,Older,AY.43,,Europe,21J (Delta),OU574353,,Liechtenstein,202128,Homo sapiens,? AG,,Dr. Risch,"Dr. Risch Ostschweiz AG, Lagerstrasse 30, 9470 Buchs",
Switzerland/ZH-UZH-IMV-3ba4da72/2021,8/9/21,,0.85,7,Switzerland,Older,AY.43,,Europe,21J (Delta),OU576634,,Zürich,202132,Homo sapiens,? AH,,"Institute of Medical Virology, Zürich, Switzerland","UniversitätsSpital Zürich, Zürich, Switzerland",
Belgium/UW21111270342/2021,11/13/21,,0.82,10,Belgium,One month ago,AY.43,,Europe,21J (Delta),ON303686,,Belgium,202145,Homo sapiens,Roychoudhury et al P,,,,
DOM/1564094/2021,11/30/21,,0.85,9,Dominican Republic,Older,AY.43,,North America,21J (Delta),OM248502,,Dominican Republic,202148,Homo sapiens,Sanchez et al A,,,,
FRA/IHUCOVID-052706-Nova1M/2021,12/14/21,,0.86,8,France,One month ago,AY.43,,Europe,21J (Delta),ON274596,,France,202150,Homo sapiens,Levasseur et al P,,,,
FRA/IHUCOVID-059119_Nova1/2022,1/4/22,,0.84,8,France,3-7 days ago,AY.43,,Europe,21J (Delta),ON443211,,France,202201,Homo sapiens,Levasseur et al Q,,,,
OU858015,9/14/21,,0.86,7,Slovakia,Older,AY.43,,Europe,21J (Delta),OU858015,,Slovakia,202137,Homo sapiens,? P,,"Laboratory of Genomics and Bioinformatics, Comenius University Science Park","Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia",
OU943260,8/27/21,,0.86,7,Germany,Older,AY.43,,Europe,21J (Delta),OU943260,,North Rhine Westphalia,202134,Homo sapiens,? B,,Robert Koch Institute,"SYNLAB MVZ Leverkusen, Paracelsusstraße 13; 51375 Leverkusen",
BRA/CRO-0811-068/2021,11/9/21,,0.84,8,Brazil,Older,AY.43.2,,South America,21J (Delta),ON241717,,Rio de Janeiro,202145,Homo sapiens,Souza et al AA,,,,
Brazil/BR-SP-UW21112122444/2021,11/22/21,,0.85,7,Brazil,One month ago,AY.43.1,,South America,21J (Delta),ON259285,,Brazil,202147,Homo sapiens,Roychoudhury et al Q,,,,
Liechtenstein/FL-Risch-21C1613555/2021,12/12/21,,0.9,9,Liechtenstein,Older,AY.43.4,,Europe,21J (Delta),OV451402,,Liechtenstein,202149,Homo sapiens,? AI,,Dr. Risch,"Dr. Risch Ostschweiz AG, Lagerstrasse 30, 9470 Buchs",
CHL/AR-UFRO-0230/2021,10/15/21,,0.86,7,Chile,Older,AY.43,,South America,21J (Delta),OM146225,,Chile,202141,Homo sapiens,Leyton-Carcaman et al V,,,,
CHL/AR-UFRO-0340/2021,10/28/21,,0.86,7,Chile,Older,AY.43,,South America,21J (Delta),OM146327,,Chile,202143,Homo sapiens,Leyton-Carcaman et al W,,,,
CHL/AR-UFRO-0441/2021,11/12/21,,0.85,7,Chile,Older,AY.43,,South America,21J (Delta),OM146417,,Chile,202145,Homo sapiens,Leyton-Carcaman et al X,,,,
CHL/AR-UFRO-0491/2021,12/5/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146461,,Chile,202148,Homo sapiens,Leyton-Carcaman et al Y,,,,
CHL/AR-UFRO-0368/2021,10/29/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146345,,Chile,202143,Homo sapiens,Leyton-Carcaman et al Z,,,,
CHL/AR-UFRO-0469/2021,11/22/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146444,,Chile,202147,Homo sapiens,Leyton-Carcaman et al AA,,,,
CHL/AR-UFRO-0502/2021,12/7/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146471,,Chile,202149,Homo sapiens,Leyton-Carcaman et al AB,,,,
CHL/AR-UFRO-0489/2021,12/5/21,,0.9,8,Chile,Older,AY.43.3,,South America,21J (Delta),OM146459,,Chile,202148,Homo sapiens,Leyton-Carcaman et al AC,,,,
CHL/AR-UFRO-0501/2021,12/7/21,,0.9,8,Chile,Older,AY.43.3,,South America,21J (Delta),OM146470,,Chile,202149,Homo sapiens,Leyton-Carcaman et al AD,,,,
CHL/AR-UFRO-0413/2021,11/7/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146389,,Chile,202144,Homo sapiens,Leyton-Carcaman et al AE,,,,
CHL/AR-UFRO-0420/2021,11/8/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146396,,Chile,202145,Homo sapiens,Leyton-Carcaman et al AF,,,,
CHL/AR-UFRO-0145/2021,10/9/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146192,,Chile,202140,Homo sapiens,Leyton-Carcaman et al AG,,,,
CHL/AR-UFRO-0198/2021,10/13/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146227,,Chile,202141,Homo sapiens,Leyton-Carcaman et al AH,,,,
CHL/AR-UFRO-0214/2021,10/14/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146228,,Chile,202141,Homo sapiens,Leyton-Carcaman et al AI,,,,
CHL/AR-UFRO-0352/2021,10/27/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146334,,Chile,202143,Homo sapiens,Leyton-Carcaman et al AJ,,,,
CHL/AR-UFRO-0462/2021,11/20/21,,0.94,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146437,,Chile,202146,Homo sapiens,Leyton-Carcaman et al AK,,,,
Chile/CL-RM-UW21120143695/2021,12/2/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),ON150719,,Chile,202148,Homo sapiens,Roychoudhury et al R,,,,
CHL/AR-UFRO-0445/2021,11/13/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146421,,Chile,202145,Homo sapiens,Leyton-Carcaman et al AL,,,,
CHL/AR-UFRO-0488/2021,12/2/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146458,,Chile,202148,Homo sapiens,Leyton-Carcaman et al AM,,,,
CHL/AR-UFRO-0496/2021,12/5/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146466,,Chile,202148,Homo sapiens,Leyton-Carcaman et al AN,,,,
CHL/AR-UFRO-0492/2021,12/6/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146462,,Chile,202149,Homo sapiens,Leyton-Carcaman et al AO,,,,
CHL/AR-UFRO-0481/2021,11/27/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146451,,Chile,202147,Homo sapiens,Leyton-Carcaman et al AP,,,,
CHL/AR-UFRO-0417/2021,11/8/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146393,,Chile,202145,Homo sapiens,Leyton-Carcaman et al AQ,,,,
CHL/AR-UFRO-0480/2021,11/27/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146450,,Chile,202147,Homo sapiens,Leyton-Carcaman et al AR,,,,
CHL/AR-UFRO-0493/2021,12/5/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146463,,Chile,202148,Homo sapiens,Leyton-Carcaman et al AS,,,,
CHL/AR-UFRO-0210/2021,10/14/21,,0.9,7,Chile,Older,AY.43.3,,South America,21J (Delta),OM146259,,Chile,202141,Homo sapiens,Leyton-Carcaman et al AT,,,,
NZL/21MV0439/2021,5/18/21,,0.84,9,New Zealand,Older,B.1.617.2,,Oceania,21J (Delta),OK433590,,New Zealand,202120,Homo sapiens,Ren et al DI,,Institute of Environmental Science and Research,LabPLUS,
SouthAfrica/NHLS-UCT-LA-Z648/2021,9/1/21,,0.83,7,South Africa,Older,AY.6,,Africa,21J (Delta),OM773315,,South Africa,202135,Homo sapiens,Wilkinson et al D,,,,
BGD/Laila_486/2021,11/15/21,,0.96,10,Bangladesh,Older,AY.131,,Asia,21J (Delta),OM090130,,Bangladesh,202146,Homo sapiens,Banu et al B,,,,
EGY/CCHE57357_W4_A059/2021,9/1/21,,0.77,7,Egypt,Older,AY.106,,Africa,21J (Delta),OK104645,,Egypt,202135,Homo sapiens,Hatem et al R,,,,
BHR/342177678/2021,5/29/21,,0.84,9,Bahrain,Older,B.1.617.2,,Asia,21J (Delta),MZ506322,,Bahrain,202121,Homo sapiens,Alwasti et al K,,,,
EGY/CCHE57357_W4_A009/2021,9/5/21,,0.78,5,Egypt,Older,B.1.617.2,,Africa,21J (Delta),OK104595,,Egypt,202135,Homo sapiens,Hatem et al S,,,,
ITA/Padova_02/2021,8/18/21,,0.89,10,Italy,Older,AY.98.1,,Europe,21J (Delta),OM202516,,Italy,202133,Homo sapiens,Lavezzo et al,,,,
FRA/IHUCOVID-020014_Nova1/2021,7/24/21,,0.83,8,France,3-7 days ago,AY.98.1,,Europe,21J (Delta),ON440507,,France,202129,Homo sapiens,Levasseur et al R,,,,
Denmark/DCGC-178546/2021,10/3/21,,0.82,9,Denmark,Older,AY.98.1,,Europe,21J (Delta),OW399594,,Syddanmark,202139,Homo sapiens,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
AUT/SKV-243/2021,8/21/21,,0.82,9,Austria,Older,AY.98.1,,Europe,21J (Delta),OL442171,,Upper Austria,202133,Homo sapiens,Puehringer et al G,,,,
BRA/CBT-2312-003/2021,12/24/21,,0.88,10,Brazil,Older,AY.34.1.1,,South America,21J (Delta),ON241684,,Rio de Janeiro,202151,Homo sapiens,Souza et al AB,,,,
MLI/MAL0110/2021,8/12/21,,0.85,9,Mali,Older,AY.34.1,,Africa,21J (Delta),OL601933,,Bamako,202132,Homo sapiens,Lorenzo-Redondo et al AH,,,,
Spain/UW21111038921/2021,11/11/21,,0.89,10,Spain,One month ago,AY.34,,Europe,21J (Delta),ON303694,,Spain,202145,Homo sapiens,Roychoudhury et al S,,,,
GAB/7085_Gabon/2021,8/28/21,,0.88,10,Gabon,Older,AY.34,,Africa,21J (Delta),OM732195,,Gabon,202134,Homo sapiens,Lekana-Douki et al AP,,,,
GAB/7203_Gabon/2021,9/10/21,,0.87,10,Gabon,Older,AY.34,,Africa,21J (Delta),OM732201,,Gabon,202136,Homo sapiens,Lekana-Douki et al AQ,,,,
GAB/24966-25C_Gabon/2021,9/11/21,,0.87,10,Gabon,Older,AY.34,,Africa,21J (Delta),OM732169,,Gabon,202136,Homo sapiens,Lekana-Douki et al AR,,,,
GAB/24138-4C_Gabon/2021,8/31/21,,0.87,10,Gabon,Older,AY.34,,Africa,21J (Delta),OM732150,,Gabon,202135,Homo sapiens,Lekana-Douki et al AS,,,,
GAB/7298L_Gabon/2021,9/24/21,,0.87,10,Gabon,Older,AY.34,,Africa,21J (Delta),OM732213,,Gabon,202138,Homo sapiens,Lekana-Douki et al AT,,,,
GAB/24130-3C_Gabon/2021,8/31/21,,0.88,10,Gabon,Older,AY.34,,Africa,21J (Delta),OM732149,,Gabon,202135,Homo sapiens,Lekana-Douki et al AU,,,,
GAB/24945-23C_Gabon/2021,9/11/21,,0.88,10,Gabon,Older,AY.34,,Africa,21J (Delta),OM732167,,Gabon,202136,Homo sapiens,Lekana-Douki et al AV,,,,
FIN/hCoV19-Fin-THL202117309/2021,5/6/21,,0.91,8,Finland,Older,B.1.617.2,,Europe,21J (Delta),MZ945494,,Finland,202118,Homo sapiens,Laine et al D,,,,
FRA/IHUCOVID-021679-N1/2021,8/4/21,,0.8,8,France,3-7 days ago,AY.42,,Europe,21J (Delta),ON438885,,France,202131,Homo sapiens,Levasseur et al S,,,,
DJI/NAMRU3_E183/2021,9/28/21,,1,9,Djibouti,Older,AY.127.1,,Africa,21J (Delta),OL640789,,Djibouti,202139,Homo sapiens,Arnold et al AW,,,,
DJI/NAMRU3_E387/2021,9/29/21,,0.99,9,Djibouti,Older,AY.127.1,,Africa,21J (Delta),OL640813,,Djibouti,202139,Homo sapiens,Arnold et al AX,,,,
DJI/NAMRU3_E278/2021,10/1/21,,0.99,9,Djibouti,Older,AY.127.1,,Africa,21J (Delta),OL640797,,Djibouti,202139,Homo sapiens,Arnold et al AY,,,,
DJI/NAMRU3_IT002/2021,10/15/21,,0.99,9,Djibouti,Older,AY.127.1,,Africa,21J (Delta),OL640828,,Djibouti,202141,Homo sapiens,Arnold et al AZ,,,,
USA/NJ-CDC-IBX343347349531/2021,12/23/21,,0.95,9,USA,Older,AY.127,,North America,21J (Delta),OM185115,,New Jersey,202151,Homo sapiens,Howard et al GT,,CDC-OAMD,Infinity Biologix,
EGY/CCHE57357_W4_A027/2021,9/2/21,,0.92,8,Egypt,Older,AY.127,,Africa,21J (Delta),OK104613,,Egypt,202135,Homo sapiens,Hatem et al T,,,,
PAK/254403/2021,10/30/21,,1.03,9,Pakistan,Older,AY.127,,Asia,21J (Delta),OM131620,,Sindh,202143,Homo sapiens,Khan et al C,,,,
BGD/Laila_524/2021,10/7/21,,0.77,8,Bangladesh,Older,AY.127,,Asia,21J (Delta),OM278249,,Bangladesh,202140,Homo sapiens,Banu et al C,,,,
HongKong/HKPU-HKU-HD-Case-31/2022,1/27/22,,1,12,Hong Kong,Older,AY.127,,Asia,21J (Delta),OM475737,,Hong Kong,202204,Homo sapiens,Kok et al,,,,
OU857717,2/10/21,,0.88,8,Slovakia,Older,AY.4,,Europe,21J (Delta),OU857717,,Slovakia,202106,Homo sapiens,? P,,"Laboratory of Genomics and Bioinformatics, Comenius University Science Park","Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia",
Liechtenstein/FL-Risch-21A2713059/2021,10/26/21,,0.9,8,Liechtenstein,Older,AY.4,,Europe,21J (Delta),OU959819,,Liechtenstein,202143,Homo sapiens,? AJ,,Dr. Risch,"Dr. Risch Ostschweiz AG, Lagerstrasse 30, 9470 Buchs",
BHR/21921779003_S16_L001/2021,10/27/21,,0.93,8,Bahrain,Older,AY.4,,Asia,21J (Delta),OL321671,,Bahrain,202143,Homo sapiens,Alwasti et al L,,,,
England/MILK-28AE33A/2021,10/26/21,,0.86,9,United Kingdom,Older,AY.4,,Europe,21J (Delta),OV011897,,England,202143,Homo sapiens,The Lighthouse Lab in Milton et al B,,Wellcome Sanger Institute,Lighthouse Lab in Milton Keynes,
Wales/MILK-2CEB19D/2021,12/3/21,,0.87,9,United Kingdom,Older,AY.4,,Europe,21J (Delta),OV440420,,Wales,202148,Homo sapiens,The Lighthouse Lab in Milton et al B,,Wellcome Sanger Institute,Lighthouse Lab in Milton Keynes,
NZL/21CH0097/2021,8/19/21,,0.87,10,New Zealand,Older,AY.4,,Oceania,21J (Delta),OK426166,,Canterbury,202133,Homo sapiens,Ren et al DJ,,Institute of Environmental Science and Research,Canterbury Health Laboratories,
OU819537,8/23/21,,0.89,10,Slovakia,Older,AY.4,,Europe,21J (Delta),OU819537,,Slovakia,202134,Homo sapiens,? P,,Public Health Authority of the Slovak Republic,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia",
England/BRBR-1CC71C7/2021,8/26/21,,0.88,9,United Kingdom,Older,AY.4,,Europe,21J (Delta),OU637524,,England,202134,Homo sapiens,Berkshire et al,,Wellcome Sanger Institute,Berkshire and Surrey Pathology Services Lighthouse Laboratory,
England/ALDP-157E75B/2021,5/13/21,,0.88,10,United Kingdom,Older,AY.4,,Europe,21J (Delta),OU283384,,England,202119,Homo sapiens,Wynn et al B,,Wellcome Sanger Institute,Lighthouse Lab in Alderley Park,
England/ALDP-160F879/2021,6/2/21,,0.88,9,United Kingdom,Older,AY.4,,Europe,21J (Delta),OU311987,,England,202122,Homo sapiens,Wynn et al B,,Wellcome Sanger Institute,Lighthouse Lab in Alderley Park,
NZL/21CH0045/2021,6/26/21,,0.88,9,New Zealand,Older,AY.4,,Oceania,21J (Delta),OK433437,,New Zealand,202125,Homo sapiens,Ren et al DK,,Institute of Environmental Science and Research,Canterbury Health Laboratories,
NZL/21MV0560/2021,7/1/21,,0.88,9,New Zealand,Older,AY.4,,Oceania,21J (Delta),OK433617,,New Zealand,202126,Homo sapiens,Ren et al DL,,Institute of Environmental Science and Research,LabPLUS,
England/MILK-1DBAAAD/2021,9/7/21,,0.88,9,United Kingdom,Older,AY.4,,Europe,21J (Delta),OU704789,,England,202136,Homo sapiens,The Lighthouse Lab in Milton et al B,,Wellcome Sanger Institute,Lighthouse Lab in Milton Keynes,
OV299786,9/15/21,,0.88,8,Germany,Older,AY.4,,Europe,21J (Delta),OV299786,,Bavaria,202137,Homo sapiens,? B,,Robert Koch Institute,"LabKom - Labor Augsburg MVZ GmbH, August-Wessels-StraÃŸe 5; 86154 Augsburg",
Denmark/DCGC-202625/2021,11/3/21,,0.91,9,Denmark,Older,AY.4,,Europe,21J (Delta),OW418592,,Hovedstaden,202144,Homo sapiens,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
England/MILK-199657D/2021,7/19/21,,0.87,9,United Kingdom,Older,AY.4,,Europe,21J (Delta),OU457668,,England,202129,Homo sapiens,The Lighthouse Lab in Milton et al B,,Wellcome Sanger Institute,Lighthouse Lab in Milton Keynes,
OV108051,10/26/21,,0.9,9,Slovakia,Older,AY.4,,Europe,21J (Delta),OV108051,,Slovakia,202143,Homo sapiens,? P,,"Laboratory of Genomics and Bioinformatics, Comenius University Science Park","Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia",
Switzerland/BE-SRO-500004_0984/2021,10/14/21,,0.92,8,Switzerland,Older,AY.4,,Europe,21J (Delta),OU953396,,Bern,202141,Homo sapiens,? AK,,SRO,"Spital Langenthal, SRO AG, Labor",
OV193207,11/3/21,,0.96,11,United Kingdom,Older,AY.4.2,,Europe,21J (Delta),OV193207,,England,202144,Homo sapiens,? AD,,Quadram Institute Bioscience,Quadram Institute Bioscience,
